Equity
90265.6952959904
88218.99258627268
81798.71283234353
82654.83439003756
83358.03110263974
75290.91804344884
74108.42058623619
74671.20745705323
77668.75925881151
76420.3761694463
81411.11954985297
79693.15216735289
79693.15216735289
85009.74898514738
85009.74898514738
80433.87369687638
80636.56748973226
82562.53858393781
88558.81101440018
91689.51643679316
97342.90162325463
102546.58707689198
97160.13806466118
95621.65142983652
93326.24933550968
91343.08061857564
88562.59091797107
91346.15861315644
88099.12326761636
86020.78495139316
83850.10720906516
86306.4650429673
91982.65553899053
96229.21068548142
99441.94486175805
96178.27503313353
93913.98385061222
91098.55782501031
96058.58682578486
95757.04264384578
100840.67788819868
105665.10638051161
100987.45808535305
100956.10980589862
102179.05785521035
98047.87989360989
99103.91301969222
90193.41526071749
