Symbol,Score,Scan_Price,Exit_Price,Date,Return_Pct
CIPLA.NS,29.65403569571753,1475.63671875,1431.90380859375,2025-01-06,-0.029636637256692633
COCHINSHIP.NS,1.9833114054523935,1508.7667236328125,1387.5367431640625,2025-01-06,-0.08035038059220456
APLLTD.NS,1.6549947378116943,1053.8336181640625,990.9823608398438,2025-01-06,-0.059640588647869475
CENTURYPLY.NS,1.6360204933695717,829.4988403320312,793.3946533203125,2025-02-03,-0.04352530137024302
BDL.NS,1.453526624818856,1173.537109375,1132.2459716796875,2025-02-03,-0.03518519982491497
BAJFINANCE.NS,1.416821453688137,837.4127197265625,816.36767578125,2025-02-03,-0.02513102971756176
BLUEJET.NS,3.0627822444088446,769.3464965820312,836.4285278320312,2025-03-03,0.08719352274693493
GODREJIND.NS,1.4228571539363863,1103.449951171875,1128.5,2025-03-03,0.02270157228383729
BAJFINANCE.NS,1.2653893912350347,857.4938354492188,843.2417602539062,2025-03-03,-0.01662061533987147
LALPATHLAB.NS,161.82126055819265,1223.8924560546875,1377.53125,2025-04-07,0.12553292013955142
CARBORUNIV.NS,2.98576948435567,949.1083374023438,1005.0614624023438,2025-04-07,0.05895335947963587
BDL.NS,1.6067645704851388,1254.943115234375,1398.735107421875,2025-04-07,0.11458048611282678
ADANIGREEN.NS,2.7179564524959092,965.7000122070312,967.25,2025-05-05,0.0016050406682985852
ERIS.NS,2.2731991069834536,1507.0,1479.800048828125,2025-05-05,-0.01804907177961179
GESHIP.NS,1.7944274284414974,912.4351806640625,903.3186645507812,2025-05-05,-0.009991412328759997
GODREJCP.NS,3.8297230421072337,1255.3258056640625,1213.3857421875,2025-06-02,-0.033409703908999444
FINCABLES.NS,1.9259811130448636,950.3929443359375,981.8465576171875,2025-06-02,0.033095377515904634
CIPLA.NS,1.7323186283028433,1454.6607666015625,1505.616455078125,2025-06-02,0.03502925881173469
CIPLA.NS,1.8112817461257427,1510.5,1475.800048828125,2025-07-07,-0.02297249332795437
ADANIPORTS.NS,1.5360813346238227,1435.5999755859375,1456.699951171875,2025-07-07,0.014697670621877545
CARBORUNIV.NS,1.5070091527112115,981.1243286132812,997.0325927734375,2025-07-07,0.01621432034270409
ASTRAL.NS,2.793553025000628,1424.6485595703125,1288.6163330078125,2025-08-04,-0.09548476053878763
GODREJIND.NS,1.9589467015815298,1120.199951171875,1175.300048828125,2025-08-04,0.04918773438492674
GODREJAGRO.NS,1.6805760982159368,811.4000244140625,776.75,2025-08-04,-0.042703997253493275
ASTRAL.NS,67.57095957660721,1405.9541015625,1437.0242919921875,2025-09-01,0.022099007638412882
BAJFINANCE.NS,2.347891105446392,889.3499755859375,967.9500122070312,2025-09-01,0.08837919691773655
APLAPOLLO.NS,2.1841064413983955,1639.800048828125,1695.699951171875,2025-09-01,0.034089462543740456
CENTURYPLY.NS,1.6297657803192533,816.25,741.75,2025-10-06,-0.09127105666156199
CANFINHOME.NS,1.4957109288188188,797.4588623046875,796.4664306640625,2025-10-06,-0.0012444925845539467
BAJFINANCE.NS,1.449442168128043,1008.9000244140625,1059.9000244140625,2025-10-06,0.0505501028504971
BDL.NS,2.210131263128958,1536.5999755859375,1532.4000244140625,2025-11-03,-0.0027332755685314236
FACT.NS,2.102838252257626,908.1500244140625,894.5499877929688,2025-11-03,-0.01497553956447717
CCL.NS,1.6957022882308868,877.1500244140625,1061.25,2025-11-03,0.2098842506547458
CIPLA.NS,1.7181087727713413,1523.0999755859375,1490.9000244140625,2025-12-01,-0.02114106210230071
FACT.NS,1.636658435242398,873.7999877929688,813.75,2025-12-01,-0.06872280685725585
AUBANK.NS,1.5827946937438975,950.5,993.7000122070312,2025-12-01,0.04544977612523016
