Equity
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
100000.0
98891.69631958008
97895.91348266602
98277.62777709961
97960.14167785645
97399.32398986816
97581.24855041504
97588.76306152344
96353.67175292969
96242.935546875
96242.935546875
96242.935546875
96242.935546875
96242.935546875
96242.935546875
96242.935546875
96242.935546875
97176.60578918457
97952.84129333496
97579.70359802246
95520.36637878418
94388.81416320801
94404.6272277832
93748.90270996094
93857.4946899414
94134.33261108398
92648.04696655273
92952.07479858398
92761.48098754883
92727.14254760742
93565.12582397461
93285.85473632812
94120.99179077148
93993.15075683594
94170.29824829102
94810.54565429688
93876.58737182617
94597.5234375
94627.78726196289
95229.05694580078
95198.61227416992
94991.52047729492
95450.57702636719
95719.5004272461
96531.51202392578
96303.36181640625
96271.68081665039
97302.79702758789
97476.9867553711
97810.10348510742
98456.3059387207
98839.93270874023
98846.34066772461
97355.15197753906
97116.47573852539
97018.07498168945
96649.86697387695
96350.50454711914
95809.13040161133
95610.93069458008
95563.04055786133
96280.8286743164
96607.06686401367
96826.53274536133
97077.20907592773
97093.63879394531
97112.8674621582
96739.1416015625
96442.26943969727
96509.59732055664
95875.50518798828
95997.05352783203
96161.05657958984
96020.28146362305
95846.32629394531
95757.06521606445
96313.37051391602
96543.38793945312
96605.60626220703
96414.80065917969
96510.23739624023
96335.6423034668
96402.86050415039
95666.82696533203
95156.12078857422
95229.77606201172
95197.60702514648
95026.85827636719
94869.32800292969
94668.87097167969
94668.87097167969
94668.87097167969
94668.87097167969
94668.87097167969
94668.87097167969
94668.87097167969
94668.87097167969
94668.87097167969
94668.87097167969
94668.87097167969
94668.87097167969
94668.87097167969
94668.87097167969
94668.87097167969
94668.87097167969
94668.87097167969
94668.87097167969
94668.87097167969
94668.87097167969
94668.87097167969
94668.87097167969
94668.87097167969
94668.87097167969
94668.87097167969
94668.87097167969
94668.87097167969
94668.87097167969
94668.87097167969
94668.87097167969
94920.4697265625
94954.93323898315
94754.92630004883
94800.10403442383
94466.82284545898
94483.09533691406
94444.52871704102
94252.60098266602
93757.47604370117
94285.58459472656
94324.49591064453
94142.91360473633
94520.1205444336
94789.64245605469
94560.92895507812
94232.3031616211
94351.62985229492
94517.23474121094
94680.41284179688
94013.3569946289
94605.07348632812
94693.70932006836
94708.18295288086
95666.45364379883
95778.92854309082
95485.40031433105
95031.48008728027
95268.43971252441
95263.76225280762
95208.89149475098
95136.81205749512
94652.52262878418
94971.13377380371
95524.91371154785
91777.61378479004
94860.53816223145
95016.2205657959
94973.31861877441
95523.39189147949
95150.12202453613
95417.65293884277
95665.50981140137
95921.09901428223
95551.96183776855
95466.50688171387
95168.43455505371
94721.5841217041
95056.38429260254
95164.1644744873
95718.60453796387
96141.50422668457
95899.94313049316
96305.40452575684
95966.30403137207
96108.02360534668
95909.12449645996
96040.72453308105
95665.4634552002
95667.26402282715
95403.72361755371
95501.1639251709
95649.42387390137
95773.74415588379
95812.8038482666
95745.18382263184
95973.24415588379
96056.82374572754
96203.40397644043
96241.62413024902
96130.32374572754
96130.32374572754
96103.86354064941
96113.9437713623
96269.76405334473
96293.28395080566
