Date,Symbol,Score,Entry,Exit,Return
2025-01-06,ZENTEC.NS,27.377605102909854,2458.0252465820313,2257.901889038086,-0.08141631491467527
2025-01-06,POWERINDIA.NS,21.29160619501529,14799.275063476562,12688.560424804688,-0.14262283994443425
2025-01-06,TBOTEK.NS,17.769147549486917,1776.4299999999998,1655.6505487060547,-0.06798998626117836
2025-01-13,CONCORDBIO.NS,8.878990126599284,2258.465579833984,2149.5703692626953,-0.04821645791001761
2025-01-13,INDIACEM.NS,8.328302470865735,377.7419877624512,378.301875,0.0014821948729217826
2025-01-13,MARICO.NS,5.970160524895261,659.9527131652832,645.9034112548828,-0.02128834631653642
2025-01-20,LLOYDSME.NS,22.004405241773828,1398.5451388549805,1290.349415588379,-0.07736305412007194
2025-01-20,ONGC.NS,12.606066065193168,257.07841018676754,238.1518312454224,-0.0736218141678836
2025-01-20,INTELLECT.NS,11.112706096306303,916.0125921630859,854.3237425231935,-0.06734497993550437
2025-01-27,REDINGTON.NS,18.33166617571589,219.92619094848632,199.07943843841554,-0.09478976751320067
2025-01-27,TATACONSUM.NS,5.895407934101172,961.0914389038086,1059.324299926758,0.10220969311202133
2025-01-27,DABUR.NS,5.181346407322761,517.2144943237305,529.6166098022461,0.023978669613139214
2025-02-03,IDEA.NS,11.531007724879872,9.092674694061278,9.087224657535554,-0.0005993876069583237
2025-02-03,CREDITACC.NS,10.59038957861691,1019.2417622375488,1052.4124237060548,0.032544448920230895
2025-02-03,BERGEPAINT.NS,9.090027847935277,483.4689945220947,480.3640731811524,-0.006422172623523736
2025-02-10,ZENSARTECH.NS,20.76392101879503,894.4339387512207,806.2872134399414,-0.09855029141039395
2025-02-10,LTTS.NS,16.01246121801323,5448.905676269531,4742.0994140625,-0.1297152683859505
2025-02-10,FIVESTAR.NS,14.529618678265598,726.2503070068359,681.1759707641602,-0.06206446428703738
2025-02-17,SHREECEM.NS,12.047379293195704,28244.577934570312,28087.077026367188,-0.005576323659995275
2025-02-17,BAJAJFINSV.NS,11.858185263707176,1898.6620642089842,1852.253147277832,-0.024442957915466024
2025-02-17,SARDAEN.NS,11.40053588594666,480.6452719116211,472.42726936340335,-0.01709785371555428
2025-02-24,BLUEJET.NS,31.830088850096686,761.6127235412597,784.101909942627,0.029528375388477857
2025-02-24,UPL.NS,18.78093841521509,640.9475550842285,606.3179914855957,-0.0540287006697171
2025-02-24,CHOLAFIN.NS,10.020927033296157,1380.0720693969727,1445.3255062866212,0.04728262989784393
2025-03-03,GLAXO.NS,27.826294748082447,2493.8854254150388,2619.9890313720703,0.050565116052212034
2025-03-03,CASTROLIND.NS,21.355454056371848,205.67770690917968,221.10200283050537,0.07499255098238011
2025-03-03,CHOLAFIN.NS,11.294500183722601,1422.6591064453123,1415.364220275879,-0.0051276417072677605
2025-03-10,GLAXO.NS,19.49906487079447,2633.1218084716797,2652.1381933593752,0.0072219920956611006
2025-03-10,INDIGO.NS,5.025818516867454,4631.292032470703,4760.454290771485,0.02788903342635396
2025-03-10,REDINGTON.NS,4.638482196186345,240.13791015625,220.1270902633667,-0.08333053235893861
2025-03-17,GODREJIND.NS,37.22280487647873,1143.0504510498047,1234.5558993530274,0.08005372660426491
2025-03-17,NH.NS,17.74718676009317,1578.3781216430664,1663.9510345458984,0.05421572418512244
2025-03-17,HEG.NS,17.042596303579295,404.22141235351563,429.1416201782227,0.06164989548577604
2025-03-24,CRAFTSMAN.NS,18.101189735685086,4803.490008544922,4739.765906982422,-0.013266208829234793
2025-03-24,NH.NS,18.04524411843187,1672.2916412353516,1668.6780789184572,-0.0021608445726757353
2025-03-24,BAJFINANCE.NS,9.721966631774213,905.6889347839355,862.324503479004,-0.0478800498046017
2025-04-07,PAYTM.NS,13.420438184652715,792.5263627624512,862.7876371765137,0.088654810382784
2025-04-07,EMAMILTD.NS,11.079145054282101,577.6948469543456,616.3107083129884,0.0668447391598328
2025-04-07,JUBLFOOD.NS,8.877755997757198,670.1557695007324,700.071849975586,0.044640487833360165
2025-04-21,TARIL.NS,28.720120432222984,548.0399620056152,503.3790843200684,-0.08149200930914813
2025-04-21,BEML.NS,23.358022547909485,1561.988617248535,1542.7312838745117,-0.012328728366756914
2025-04-21,RHIM.NS,22.904897225401367,478.1410717010498,445.78898437500004,-0.06766222196924632
2025-04-28,KAYNES.NS,19.519381945784755,5899.311597900391,5608.9425,-0.04922084434457319
2025-04-28,DELHIVERY.NS,17.332034081915726,305.1108811187744,301.3447560882569,-0.012343463519583264
2025-04-28,POLYMED.NS,15.814847885003068,2590.422308349609,2769.483499145508,0.0691243239446857
2025-05-05,CREDITACC.NS,20.067606607417776,1173.2257989501952,1159.59375,-0.011619288428871277
2025-05-05,MOTILALOFS.NS,17.097246785913967,698.0407377624512,734.2597256469727,0.051886639167536774
2025-05-05,NBCC.NS,16.987982713556615,96.02883344650267,99.04283374786378,0.0313864096145684
2025-05-12,DATAPATTNS.NS,42.492902905622664,2384.8097052001954,2786.335794067383,0.1683681880326302
2025-05-12,FACT.NS,32.39589583104936,818.9700537109375,874.5123413085938,0.06781968076363931
2025-05-12,FORCEMOT.NS,29.057527252774783,10760.637241210938,10563.644816894532,-0.018306761941752625
