f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,actual_return
0.005400957509787112,-1.5039263231210869,1.0664293004226644,0.03256672565700539,-0.1282406816092435,2.841560334268575,0.012500951082566223,0.008231063230337081,0.01265352384213823,0.011986889155444477,0.011063527560242996,0.009987985102827517,0.009265041140825481,0.010314690506491538,0.009560099627710204,0.009202464173256247,0.014318771158441317,0.008712373791115407,0.012454306951101335,0.008465543110110491,0.008707522851460286,0.012360362318911612,0.01152476112386399,0.06333537873453365
-0.024480423057290604,-1.5123019351933675,0.16317966922111404,-0.009023610279633956,-0.014621532829775548,2.2012406310189805,-0.01921143402089862,-0.018639707421945997,-0.014698485592969806,-0.01107466010214443,-0.014540253420046313,-0.01392317215399684,-0.01859539985127584,-0.017406251115508888,-0.01741147183627433,-0.011344006508120402,-0.014490785282968682,-0.01645199474271862,-0.01121262787154857,-0.011546541695337073,-0.01820975395518225,-0.018184800206817057,-0.011729480146929415,0.005323744746777104
-0.07050425671354303,-0.0,0.0,-0.0154317114766827,-0.22126030861964424,2.6034284214140024,-0.04355044884146368,-0.03288040741747901,-0.0377593407998464,-0.03350332110420232,-0.04194345155856446,-0.029091674017331082,-0.04680155885950531,-0.035361061802355036,-0.03256495424911419,-0.04582790044995189,-0.03502279247098518,-0.043276304755864595,-0.03901575887759187,-0.03929884589871256,-0.03859833558839421,-0.047446890026853684,-0.042397954494421033,0.06745095346488195
0.12777023832759984,-0.5125091120797272,0.8656510841830922,0.03704619791112299,0.09274144742471914,3.312741737832868,0.03643854182008593,0.049454407734292403,0.032766319330257844,0.033755321600485534,0.03886902840623819,0.031695791507973664,0.04220050773906645,0.04809148385167028,0.03566850834242782,0.04168920904919241,0.03914983144316445,0.03419141417298234,0.04617521093946075,0.04028374671507575,0.05064533004551892,0.04211766670280613,0.037393734458765406,0.08938993953610885
-0.0935287993914762,0.18478544370834993,-0.29716469963358305,-0.02119737654147613,-0.25767890815581823,1.9734813064611687,-0.05564076165424447,-0.05116996098709681,-0.04674703819523475,-0.06274785005909553,-0.04225052101473708,-0.04111418887570711,-0.05057274306727259,-0.053224305408980876,-0.03757774500545919,-0.04731109589209208,-0.05067354907305655,-0.058859842646341226,-0.06464424733642117,-0.04596581104637316,-0.05002214567166102,-0.03840296232018191,-0.04574757686222381,-0.07333522978581752
0.06551875320217601,-0.7628710202554597,0.6297345924462826,0.032280015732988554,0.010402527996239972,2.301311268895948,0.021529986093977337,0.038290692504548494,0.02299274534348152,0.02526552728986204,0.038957013776058196,0.021617149629428005,0.03174706794593781,0.02233857592568563,0.03818870964273878,0.02387427229943981,0.027855273594596146,0.023582729609703604,0.021715681793667615,0.03538549157631994,0.02915932903107167,0.030215326084417366,0.02688493172338822,-0.00479346059905883
-0.08418870705678666,-0.8383070325968138,-0.5709664274256854,-0.020813838553625896,-0.09768668643333765,1.6213364412790194,-0.046928768461738955,-0.0574985022098233,-0.05327384899997949,-0.054290214021550785,-0.0422071773155341,-0.03872198071379819,-0.050102060340846966,-0.03722957377159146,-0.05458857044746366,-0.03433658098191577,-0.03686959117324165,-0.05703581338156572,-0.05720785008798105,-0.060096240778644124,-0.03561705290124543,-0.0385872323606954,-0.0611758377664223,0.06636723608501915
0.3486007033601722,-0.8876986263794746,2.10673487637739,0.13900934606288176,0.026138832945002237,2.389292890043075,0.09212616797843025,0.1323313917385936,0.11745275537345633,0.08249400163172955,0.1287195656075405,0.1288556705065169,0.07785145051438526,0.1326539272000834,0.07748359452381338,0.08974314257012239,0.08075090701401885,0.09097459743897347,0.081818500159924,0.11299837617449418,0.09678277015421431,0.1397099393247455,0.07580640919108633,0.13122147411222174
-0.04800583969584634,-0.8371539762451478,-0.5814057940068904,-0.011725702543022137,-0.06183046997563468,3.122295986207366,-0.020410671515570033,-0.019754708864242434,-0.019182986449634263,-0.017199999121129784,-0.02056132335969078,-0.014243688095338589,-0.015223054106919513,-0.018439616584950566,-0.014785099097933612,-0.02193139805776638,-0.02130032737237463,-0.018681238006206597,-0.01338906177912037,-0.02008764504185395,-0.018312282946431703,-0.01635527185430042,-0.015047144772619455,0.11067407703872756
-0.037083433023842725,-1.0459048905381179,0.6084040922286945,-0.02302850042697279,-0.03745361459764087,3.925092739602429,-0.02653648841872121,-0.025087810521380073,-0.018918625103062713,-0.023489194600662684,-0.025779388060596174,-0.0251341642856417,-0.021511947796141052,-0.026449088743876806,-0.025445572429300244,-0.021845067739474488,-0.017640093638579504,-0.01919488767345126,-0.02390226877181267,-0.02428123055000891,-0.01861031217558467,-0.023517926537939684,-0.019557053547146912,0.012048257198125079
